0x481d55f130d0F7FD5cB894cFb4a997e4910E8bEb,8333333
0x37825D3C6f02585C963c006B0A2034587c5D890d,18741667
0x39772D24b2e09fD6159405b5FD9AEEF77893a88e,2500000
0x6e60F1940E274ddE12fF18A65D224798ee76e38F,500000
0x8b1b872D3f7a6ab0903fb9a1dfE86102B828e909,1000000
0x7f1bb4f8b273fabd2211198631c1111f6b003f6b,35000
0xfc4b37c3077dc166eb2108e50f2912804294368f,35000
0x970de16fd213f89d7c0dc8122c78655b8698185f,35000
0x182317127c741b3713762a1e20f4603746fd9a72,35000
0x64d3f1933e18410d5936d6602bcd0dcdabdf7de0,15000
0xd66af4a41f920552c7ba3b08c98efe25138c8666,185000
0x8dd5dcede1e6a318477a9d18d181933f577bd9ce,35000
0x2782bc0360cb3c76573829895a672255fa06f323,150000
0x1143bf390473c345610498519ba8eb65e5a40495,15000
0xfa37165cfe428f266a45f8b1ea890caf32124aaf,75000
0xc224cd7ab43c5150dfc60b153a433a43600107f2,15000
0x22f12a4c82618de4e6ce13eeea2c3295d2e06581,150000
0x476925543f02e4ab1f03450257d78ea79fe3ff17,15000
0x58bd80d4979cdb7b730779d899ae7bba5a5232e9,600000
0x02602d52fa12a8f3d885aaba12d3775d92c31f01,15000
0x2c3f4e6f658ca688fea42ea5aa5eb21b1b784c1e,15000
