0x4fb89E54601e1Ae998A4ddfB277529eEF527B90c,93150
0xc6D84B7333CCf2Db3362F5ACd944DA2dCC304D06,154937
0xBF1f4301d06E0106b22e24CBbA651D790D0638c1,149200
0x3c2573b002CF51E64ab6D051814648eB3a305363,123775
0xF0547030C49d6bF87D9867419fbd601294C80f5B,44687
0x76F59C2DdCa81dcF8952b9652D4c95F9D7c2Ce8A,61562
0xe5e0079844c3fd5E797c2654eA59e14C38f1006B,134687
0x427402c7DebdBEA509b8E732BA280E7F05e0b0FB,156175
0x95fE31703a15aeFe22B2D4638EC5Ec03D8e514AA,112500
0x4839A4d4583586DdA4E6b313BF6CE238ab4d2A5a,151562
0xa2b0DEd468299D8448D8E72983Eed25c0757Ac48,156242
0xe3Ce5651886D5f0c78C3D6189222f1E532f26287,156242
0xB554a44c0b68F3DB2801BcC2a7Cd45C546b15Bd6,22500
0xF72317f7E9088856B57489c74eE5a875C82a5775,56275
0x77F283D4E8004289962d39e1a3613e21eBf3334a,468637
0x14A1f709957D46744fbe513905121201fF9A3230,22500
0xD79759544e9c7Db5C11e733386004096Aa778456,112187
0x3b22D08a1EDEEBAc7E5e24bCc7a63bf58A6Dbe59,112525
0xeA1510DA0E238266B0e1DA7174BdB3d835b80b2D,61900
0x5778213B1A922fD1Abe87677b96c57F2866728A7,29813
0xCd3ac739840df80e3943cD26B6b82590C978e0b6,156175
0xF6Bb171A034409Aee86A764bF70AD1A118fEbe66,19350
0x44E7E928801fd87aBB8458F7804EAC9dc05C3b7F,156249
0x39A7E1EF89C5E5aD945647DA3277F6f6f1470A24,112500
0x8f242a4c5B7ba7aa2946c3aA6ee4ef456121E37D,38600
0x9cC58C8Bd87B440b4b235dA03E9610CEf5aF1C5e,90025
0x6E4bb750ab33C7DD5Bc0EA274a5055083C38355e,67525
0xABDa6C888268fDF8B6643fdA24d4Ca28d32019F7,28125
0xa00439b7d264Ad5a5d05CEc9A32e51D671d0E474,112500
0x666AF2666e3d00892eFBF7d0788A13a391F3Fa82,115456
0x43440BA00fEDB917D3A9427447814925ce5c1261,279450
0x9Ed73bBdA256D8406DAE77B05970D8a95A4D4ea4,37152
0x026efB716EfB8e3C54D24A4b5935755F9d904014,156150
0x73af3D07Fce8e718464a7F23484451DFD909CB1B,156206
0x846E88b1C06b6b6b5694ae64B207a157e6Fb389C,156241
0x5b45866a2602860f8f8C2d7Eb51A62a7e3aB32E9,156150
0x17a125D6183EaC5410da2b23FF44beF6921BF00F,112525
